platform,komentar,clean,stopword,stemming
YouTube,Duh boleh gk sih segak sabar iniiii....,duh boleh gk sih segak sabar iniiii,duh gk sih segak sabar iniiii,duh gk sih segak sabar iniiii
YouTube,Gak klen bikin hantu Begu ganjang yang terkenal di Medan itu ketua 😂,gak klen bikin hantu begu ganjang yang terkenal di medan itu ketua ,gak klen bikin hantu begu ganjang terkenal medan ketua,gak klen bikin hantu begu ganjang kenal medan ketua
YouTube,Sopan kali kau panggil Hantu 👻😂😂😂,sopan kali kau panggil hantu ,sopan kali kau panggil hantu,sopan kali kau panggil hantu
YouTube,Pasukan Bermarga Asli Ambon Hadir.....,pasukan bermarga asli ambon hadir,pasukan bermarga asli ambon hadir,pasu marga asli ambon hadir
YouTube,"Saingan Warkop DKI the series ini. 
Dulu ada warkop skrg agak laen the series","saingan warkop dki the series ini 
dulu ada warkop skrg agak laen the series",saingan warkop dki the series warkop skrg laen the series,saing warkop dki the series warkop skrg laen the series
YouTube,Bisa langsung tayang ga sih?! Langsung serbu bioskop terdekat,bisa langsung tayang ga sih langsung serbu bioskop terdekat,langsung tayang ga sih langsung serbu bioskop terdekat,langsung tayang ga sih langsung serbu bioskop dekat
YouTube,Bermula dari iseng2 nodong koh Ernest...😅,bermula dari iseng nodong koh ernest,iseng nodong koh ernest,iseng nodong koh ernest
YouTube,🔥,,,
YouTube,"Gk cuman cameo , pameran utama, sutradara hingga prodeser. Semuanya komika",gk cuman cameo  pameran utama sutradara hingga prodeser semuanya komika,gk cuman cameo pameran utama sutradara prodeser komika,gk cuman cameo pamer utama sutradara prodeser komika
YouTube,Cuma satu scene keknya..,cuma satu scene keknya,scene keknya,scene kek
YouTube,Gibran ada jakarta selatan blokm square  habis    nonton bareng sama mama saya agak laen   seru habis komedi dapet sedih dapet terharu sama bertiga kasih reting 9/910,gibran ada jakarta selatan blokm square  habis    nonton bareng sama mama saya agak laen   seru habis komedi dapet sedih dapet terharu sama bertiga kasih reting ,gibran jakarta selatan blokm square habis nonton bareng mama laen seru habis komedi dapet sedih dapet terharu bertiga kasih reting,gibran jakarta selatan blokm square habis nonton bareng mama laen seru habis komedi dapet sedih dapet haru tiga kasih reting
YouTube,Dari iseng2 nodong koh Ernest akhirnya jadi beneran dan serius 😂,dari iseng nodong koh ernest akhirnya jadi beneran dan serius ,iseng nodong koh ernest beneran serius,iseng nodong koh ernest beneran serius
YouTube,omaiiigatttttt lucuuuu kaliii wehhhhhh,omaiiigatttttt lucuuuu kaliii wehhhhhh,omaiiigatttttt lucuuuu kaliii wehhhhhh,omaiiigatttttt lucuuuu kaliii wehhhhhh
YouTube,omg  Bang Arief jdi bapak2 kurang berubtung,omg  bang arief jdi bapak kurang berubtung,omg bang arief jdi berubtung,omg bang arief jdi berubtung
YouTube,Wajib nonton nih,wajib nonton nih,wajib nonton nih,wajib nonton nih
YouTube,"kek gini bang, ada banyak yg mau ku komen :
1. kenapa rumah hantu ada spgnya, pocong seramnya kakakkk boleh kaaa 🤣
2. kasian om arif didu, suting buat meninggal aja hahah
3. mati salah bantal, jokes apa ini woyy hahahha
4. SETAN BATAKKKKKK KIMAKKKK HAHAHAHHAHA
5. cita-cita mamat jadi anggota bersenjata terwujud akhirnya
6. Setan angin duduk ini komedi apaaaaa
dll, kelen tambahlah, capek aku terkekeh. New Film Genre Unlock, Horror Agak Laen !!!!","kek gini bang ada banyak yg mau ku komen 
 kenapa rumah hantu ada spgnya pocong seramnya kakakkk boleh kaaa 
 kasian om arif didu suting buat meninggal aja hahah
 mati salah bantal jokes apa ini woyy hahahha
 setan batakkkkkk kimakkkk hahahahhaha
 citacita mamat jadi anggota bersenjata terwujud akhirnya
 setan angin duduk ini komedi apaaaaa
dll kelen tambahlah capek aku terkekeh new film genre unlock horror agak laen ",kek gini bang yg ku komen rumah hantu spgnya pocong seramnya kakakkk kaaa kasian om arif didu suting meninggal aja hahah mati salah bantal jokes woyy hahahha setan batakkkkkk kimakkkk hahahahhaha citacita mamat anggota bersenjata terwujud setan angin duduk komedi apaaaaa dll kelen tambahlah capek terkekeh new film genre unlock horror laen,kek gin bang yg ku komen rumah hantu spgnya pocong seram kakakkk kaaa kasi om arif didu suting tinggal aja hahah mati salah bantal jokes woyy hahahha setan batakkkkkk kimakkkk hahahahhaha citacita mamat anggota senjata wujud setan angin duduk komedi apaaaaa dll kelen tambah capek kekeh new film genre unlock horror laen
YouTube,agak laenn ni trailer hahahaha,agak laenn ni trailer hahahaha,laenn ni trailer hahahaha,laenn ni trailer hahahaha
YouTube,mantap smeagol,mantap smeagol,mantap smeagol,mantap smeagol
YouTube,Betul betul ditunjukan sama ketua kaku skil dia berakting mantap!!!!!,betul betul ditunjukan sama ketua kaku skil dia berakting mantap,ditunjukan ketua kaku skil berakting mantap,tunjuk ketua kaku skil akting mantap
YouTube,"Kok lama kali feb tayangnyaaa, udah gak sabar ini lhooo 😅😅😅",kok lama kali feb tayangnyaaa udah gak sabar ini lhooo ,kali feb tayangnyaaa udah gak sabar lhooo,kali feb tayangnyaaa udah gak sabar lhooo
YouTube,"Unik ceritanyaa, seruu ini semoga bisa nonton nanti 🤩",unik ceritanyaa seruu ini semoga bisa nonton nanti ,unik ceritanyaa seruu semoga nonton,unik ceritanyaa seruu moga nonton
YouTube,Serbu Supaya Ketua Jegel Tidak Maluuu,serbu supaya ketua jegel tidak maluuu,serbu ketua jegel maluuu,serbu ketua jegel maluuu
YouTube,Wajib nonton sih ini dari trailernya aja udah seru begini 😂🔥🔥🔥,wajib nonton sih ini dari trailernya aja udah seru begini ,wajib nonton sih trailernya aja udah seru,wajib nonton sih trailer aja udah seru
YouTube,Ketua tayang besok ajalah,ketua tayang besok ajalah,ketua tayang besok ajalah,ketua tayang besok aja
YouTube,Agak laen👏👏👏,agak laen,laen,laen
YouTube,Lama kali 1 februari 😢,lama kali  februari ,kali februari,kali februari
YouTube,ANGIN DUDOK YAKAN WKWKWKWKW,angin dudok yakan wkwkwkwkw,angin dudok yakan wkwkwkwkw,angin dudok yakan wkwkwkwkw
YouTube,GOKIL!!!!!,gokil,gokil,gokil
YouTube,Kereeeenn bangett,kereeeenn bangett,kereeeenn bangett,kereeeenn bangett
YouTube,Anggi marito,anggi marito,anggi marito,anggi marito
YouTube,Setane batak 😂😂😂,setane batak ,setane batak,setane batak
YouTube,"waahh paten kali bah , jadi penasaran",waahh paten kali bah  jadi penasaran,waahh paten kali bah penasaran,waahh paten kali bah penasaran
YouTube,"2. doi kan jadi hantu juga bang ada muncul di belakang kwkwkw

paling ngakak tiap mau mulai, ritual di kencingin dulu wkkwkw"," doi kan jadi hantu juga bang ada muncul di belakang kwkwkw

paling ngakak tiap mau mulai ritual di kencingin dulu wkkwkw",doi hantu bang muncul kwkwkw ngakak ritual kencingin wkkwkw,doi hantu bang muncul kwkwkw ngakak ritual kencingin wkkwkw
YouTube,​ @kences666 berarti yang membawa rezeki ke rumah hantu itu Otong nya jegel, kences berarti yang membawa rezeki ke rumah hantu itu otong nya jegel,kences membawa rezeki rumah hantu otong nya jegel,kences bawa rezeki rumah hantu otong nya jegel
YouTube,oh itu arif didu,oh itu arif didu,oh arif didu,oh arif didu
YouTube,Jelas filmnya sangat berchandya.,jelas filmnya sangat berchandya,filmnya berchandya,film berchandya
YouTube,Seru bgt lagi trailernyaa🎉,seru bgt lagi trailernyaa,seru bgt trailernyaa,seru bgt trailernyaa
YouTube,ANGGI MARITO SIMANJUNTAK  MAEN PELEM BAHH,anggi marito simanjuntak  maen pelem bahh,anggi marito simanjuntak maen pelem bahh,anggi marito simanjuntak maen lem bahh
YouTube,"seneng bangett, sampe nangis dikit wkwk, tau banget ini tu impian kalian berempat ❤",seneng bangett sampe nangis dikit wkwk tau banget ini tu impian kalian berempat ,seneng bangett sampe nangis dikit wkwk tau banget tu impian berempat,neng bangett sampe nang dikit wkwk tau banget tu impi empat
YouTube,makin nampak acting kelas internasional dari ketua Bene wkwkwkw,makin nampak acting kelas internasional dari ketua bene wkwkwkw,nampak acting kelas internasional ketua bene wkwkwkw,nampak acting kelas internasional ketua bene wkwkwkw
YouTube,WAJIB KU TONTON INI!!!! SERIUSNYA ITULAHHH KU BILANGKAN SAMA KELEN AJAK KENGKAWAN PASUKAN BERMARGA DAN ENGGA BERMARGA SEMUA NONTON YA WEEE,wajib ku tonton ini seriusnya itulahhh ku bilangkan sama kelen ajak kengkawan pasukan bermarga dan engga bermarga semua nonton ya weee,wajib ku tonton seriusnya itulahhh ku bilangkan kelen ajak kengkawan pasukan bermarga engga bermarga nonton ya weee,wajib ku tonton serius itulahhh ku bilang kelen ajak kengkawan pasu marga engga marga nonton ya weee
YouTube,TERBAIK ABANG AWAK!,terbaik abang awak,terbaik abang awak,baik abang awak
YouTube,Yes. ayo kita ramekan 1 feb 2024 di bioskop2 biar abang2 kita ini balik modal. 🎉🎉,yes ayo kita ramekan  feb  di bioskop biar abang kita ini balik modal ,yes ayo ramekan feb bioskop biar abang modal,yes ayo ramekan feb bioskop biar abang modal
YouTube,"kapan in kapan ., ajeeeeeng baru trailer udah kocak.ga sabar pen nonton full nya di bioskop",kapan in kapan  ajeeeeeng baru trailer udah kocakga sabar pen nonton full nya di bioskop,in ajeeeeeng trailer udah kocakga sabar pen nonton full nya bioskop,in ajeeeeeng trailer udah kocakga sabar pen nonton full nya bioskop
YouTube,sabar menanti,sabar menanti,sabar,sabar
YouTube,"Di liat"" bakal seruh ni😮",di liat bakal seruh ni,liat seruh ni,liat seruh ni
YouTube,Mantap Mantap.. emang agak laen ah.. 😍😍😍,mantap mantap emang agak laen ah ,mantap mantap emang laen ah,mantap mantap emang laen ah
YouTube,Siap mendukung ketua Jegel,siap mendukung ketua jegel,mendukung ketua jegel,dukung ketua jegel
YouTube,konsepny terkeren ini🔥🔥🔥,konsepny terkeren ini,konsepny terkeren,konsepny keren
YouTube,"buruan klean putar pilmnya, tak sabar aku ini klean buat",buruan klean putar pilmnya tak sabar aku ini klean buat,buruan klean putar pilmnya sabar klean,buru klean putar pilmnya sabar klean
YouTube,siap noton bos,siap noton bos,noton bos,noton bos
YouTube,ah sueeee penasaran banget plot twist nya hhaha,ah sueeee penasaran banget plot twist nya hhaha,ah sueeee penasaran banget plot twist nya hhaha,ah sueeee penasaran banget plot twist nya hhaha
YouTube,Wih ada gus nopek nih 👏,wih ada gus nopek nih ,wih gus nopek nih,wih gus nopek nih
YouTube,wuoppp jelas nontonlah awak ye kan..,wuoppp jelas nontonlah awak ye kan,wuoppp nontonlah awak ye,wuoppp nontonlah awak ye
YouTube,Wajib nonton lah ini wak,wajib nonton lah ini wak,wajib nonton wak,wajib nonton wak
YouTube,Wkwkwkw geeerrrrr😂😂😂😂,wkwkwkw geeerrrrr,wkwkwkw geeerrrrr,wkwkwkw geeerrrrr
YouTube,setane Batak 😂😂😂😂😂 pi nopi😂😂😂,setane batak  pi nopi,setane batak pi nopi,setane batak pi nopi
YouTube,Wajib tontonnn,wajib tontonnn,wajib tontonnn,wajib tontonnn
YouTube,Oki jadi smaegol where's my riiiinggg..,oki jadi smaegol wheres my riiiinggg,oki smaegol wheres my riiiinggg,oki smaegol wheres my riiiinggg
YouTube,liat trailer-nya aja udah ngakak..,liat trailernya aja udah ngakak,liat trailernya aja udah ngakak,liat trailer aja udah ngakak
YouTube,Kren,kren,kren,kren
YouTube,tembusss ini 1 juta penonton ku tengok,tembusss ini  juta penonton ku tengok,tembusss juta penonton ku tengok,tembusss juta tonton ku tengok
YouTube,Emang agak laen,emang agak laen,emang laen,emang laen
YouTube,angin duduk😂😂😂,angin duduk,angin duduk,angin duduk
YouTube,🔥🔥🔥,,,
YouTube,oi kok lama kali klean tampilin di bioskop oi.,oi kok lama kali klean tampilin di bioskop oi,oi kali klean tampilin bioskop oi,oi kali klean tampilin bioskop oi
YouTube,"""Setane batak, To!"" Gus Nopek cameo'ne mak jossss!!",setane batak to gus nopek cameone mak jossss,setane batak to gus nopek cameone mak jossss,setane batak to gus nopek cameone mak jossss
YouTube,Yg psti awak tim 4 Februari 😂😂😂,yg psti awak tim  februari ,yg psti awak tim februari,yg psti awak tim februari
YouTube,"Wah tayang sebelum pemilu, agak laen. Bisa kali buat pengalihan isu, biar hasilnya agak laen.",wah tayang sebelum pemilu agak laen bisa kali buat pengalihan isu biar hasilnya agak laen,tayang pemilu laen kali pengalihan isu biar hasilnya laen,tayang milu laen kali alih isu biar hasil laen
YouTube,Kerrreeeeenn abang2 awak ni dibikinin film,kerrreeeeenn abang awak ni dibikinin film,kerrreeeeenn abang awak ni dibikinin film,kerrreeeeenn abang awak ni dibikinin film
YouTube,Ilang lah damage komandan kita ini 😅,ilang lah damage komandan kita ini ,ilang damage komandan,ilang damage komandan
YouTube,"""SCARY MOVIE"" nya indonesia ni 😁👍🏻",scary movie nya indonesia ni ,scary movie nya indonesia ni,scary movie nya indonesia ni
YouTube,HAHAHAHAHA GABISA INI TERLALU LUCUUUU,hahahahaha gabisa ini terlalu lucuuuu,hahahahaha gabisa lucuuuu,hahahahaha gabisa lucuuuu
YouTube,GASABARRRRRR😂😂😂😂😂 KOCAK,gasabarrrrrr kocak,gasabarrrrrr kocak,gasabarrrrrr kocak
YouTube,"Ini ya yg di nego jegel sama koh Ernest,, 2jt views di bioskop harga mati 😅😅",ini ya yg di nego jegel sama koh ernest jt views di bioskop harga mati ,ya yg nego jegel koh ernest jt views bioskop harga mati,ya yg nego jegel koh ernest jt views bioskop harga mati
YouTube,mantabs,mantabs,mantabs,mantabs
YouTube,MY PRECIOUS!!!!,my precious,my precious,my precious
YouTube,aamiin,aamiin,aamiin,aamiin
YouTube,jama'ah cabang jatim hadir,jamaah cabang jatim hadir,jamaah cabang jatim hadir,jamaah cabang jatim hadir
YouTube,ga sabarrr nihhh 🔥🔥,ga sabarrr nihhh ,ga sabarrr nihhh,ga sabarrr nihhh
YouTube,"Mantaaap abang2kuuu, siap nonton hari pertama🎉",mantaaap abangkuuu siap nonton hari pertama,mantaaap abangkuuu nonton,mantaaap abangkuuu nonton
YouTube,😂,,,
YouTube,angin yang bisa buka kursi lipat= angin dudok!! 🤣🤣🤣🤣🤣,angin yang bisa buka kursi lipat angin dudok ,angin buka kursi lipat angin dudok,angin buka kursi lipat angin dudok
YouTube,Siapp menonton di bioskop,siapp menonton di bioskop,siapp menonton bioskop,siapp tonton bioskop
YouTube,"Wah Kren jugak bang Bene ini ah, jarang2 soalnya yekan kita liat dia pemain utama",wah kren jugak bang bene ini ah jarang soalnya yekan kita liat dia pemain utama,kren jugak bang bene ah jarang yekan liat pemain utama,kren jugak bang bene ah jarang yekan liat main utama
YouTube,"Produser, sutradara, talent...komika semua. Mantap.",produser sutradara talentkomika semua mantap,produser sutradara talentkomika mantap,produser sutradara talentkomika mantap
YouTube,Ishh... gk sabar 🎉🎉🎉🎉,ishh gk sabar ,ishh gk sabar,ishh gk sabar
YouTube,kerreeeen abang2 ini wooiii,kerreeeen abang ini wooiii,kerreeeen abang wooiii,kerreeeen abang wooiii
YouTube,"""To... setan'e batak to..."" Asuuiii lucu tenan!! 🤣🤣🤣🤣",to setane batak to asuuiii lucu tenan ,to setane batak to asuuiii lucu tenan,to setane batak to asuuiii lucu tenan
YouTube,Setanya orang Batak toh😅,setanya orang batak toh,setanya orang batak,seta orang batak
YouTube,Ga ngelawak tp ko lucu😀😀,ga ngelawak tp ko lucu,ga ngelawak tp ko lucu,ga ngelawak tp ko lucu
YouTube,1 juta penonton? ah cetek kali lah itu. sejam tembus ini sejuta!!, juta penonton ah cetek kali lah itu sejam tembus ini sejuta,juta penonton ah cetek kali sejam tembus sejuta,juta tonton ah cetek kali jam tembus juta
YouTube,"Bagus sih, cuman kok isi trailernya kok hampir inti cerita😢😢. Semoga waktu rilis gak mengecewakan lah ya ceritanya",bagus sih cuman kok isi trailernya kok hampir inti cerita semoga waktu rilis gak mengecewakan lah ya ceritanya,bagus sih cuman isi trailernya inti cerita semoga rilis gak mengecewakan ya ceritanya,bagus sih cuman isi trailer inti cerita moga rilis gak kecewa ya cerita
YouTube,Boleh nih film wkwk tapi masih lama yak,boleh nih film wkwk tapi masih lama yak,nih film wkwk yak,nih film wkwk yak
YouTube,"Anjay, fresh from the oven ternyata, kirain telat nonton

Sebagai keturuan klan Samiko, diusahakan bisa nonton hari pertama","anjay fresh from the oven ternyata kirain telat nonton

sebagai keturuan klan samiko diusahakan bisa nonton hari pertama",anjay fresh from the oven kirain telat nonton keturuan klan samiko diusahakan nonton,anjay fresh from the oven kirain telat nonton keturuan klan samiko usaha nonton
YouTube,"tembos la ini kalo cuma 1 juta, lucu kali klen lo bg",tembos la ini kalo cuma  juta lucu kali klen lo bg,tembos la kalo juta lucu kali klen lo bg,tembos la kalo juta lucu kali klen lo bg
YouTube,😂😂😂,,,
YouTube,Pasukan siappp,pasukan siappp,pasukan siappp,pasu siappp
YouTube,AH LAMA KALIIII...KUBAKAR NANTI BIOSKOPNYA KALO LAMA.,ah lama kaliiiikubakar nanti bioskopnya kalo lama,ah kaliiiikubakar bioskopnya kalo,ah kaliiiikubakar bioskop kalo
YouTube,"isi trailernya sejauh ini masih sama kok kayak yang diceritain Acho dan Agak Laen sendiri di podcast podcast, premisnya ada yang mati di rumah hantu",isi trailernya sejauh ini masih sama kok kayak yang diceritain acho dan agak laen sendiri di podcast podcast premisnya ada yang mati di rumah hantu,isi trailernya kayak diceritain acho laen podcast podcast premisnya mati rumah hantu,isi trailer kayak diceritain acho laen podcast podcast premis mati rumah hantu
YouTube,kan belom tau kita banyak plot twist nya atau engga,kan belom tau kita banyak plot twist nya atau engga,belom tau plot twist nya engga,bom tau plot twist nya engga
YouTube,Blm tau endingnya,blm tau endingnya,blm tau endingnya,blm tau endingnya
YouTube,Tembus ni 1 juta penonton,tembus ni  juta penonton,tembus ni juta penonton,tembus ni juta tonton
YouTube,"1 FEBRUARI bangetttt 😢😢😢😢😢😢😢😢😢😢😢😢 


Lama kali lohhh wehhhhhhhhu"," februari bangetttt  


lama kali lohhh wehhhhhhhhu",februari bangetttt kali lohhh wehhhhhhhhu,februari bangetttt kali lohhh wehhhhhhhhu
YouTube,"Parah banget dah, tayangnya masih lama 
Hidup ketuan ga mungkin tenang ini. di bikin penasaran pasukam mu ini","parah banget dah tayangnya masih lama 
hidup ketuan ga mungkin tenang ini di bikin penasaran pasukam mu ini",parah banget dah tayangnya hidup ketuan ga tenang bikin penasaran pasukam mu,parah banget dah tayang hidup ketu ga tenang bikin penasaran pasukam mu
YouTube,"tengok klen lah nanti, 3 kali kutonton",tengok klen lah nanti  kali kutonton,tengok klen kali kutonton,tengok klen kali tonton
YouTube,Aahh lama x poun maennya... Kimaklah.. Cepatkan aza. Lah woiiii,aahh lama x poun maennya kimaklah cepatkan aza lah woiiii,aahh x poun maennya kimaklah cepatkan aza woiiii,aahh x poun maennya kimaklah cepat aza woiiii
