platform,komentar,clean,stopword,stemming,sentimen
YouTube,setan e batakkkk 😂,setan e batakkkk ,setan e batakkkk,setan e batakkkk,netral
YouTube,BANGGA SAMA KALIANN 😭 ❤,bangga sama kaliann  ,bangga kaliann,bangga kaliann,netral
YouTube,❤❤ FILM PERTAMA HOROR KOMEDI SETELAH SEKIAN LAMA. DARI TRAILERNYA AJA UDAH PECAH PASTI 👍👍👍👍, film pertama horor komedi setelah sekian lama dari trailernya aja udah pecah pasti ,film horor komedi sekian trailernya aja udah pecah,film horor komedi sekian trailer aja udah pecah,netral
YouTube,Udah gak sabar pgen nonton,udah gak sabar pgen nonton,udah gak sabar pgen nonton,udah gak sabar pgen nonton,netral
YouTube,"Tembuslah 2jt penonton ini..
Ga sabar woy nunggu 1 Feb 2024!!","tembuslah jt penonton ini
ga sabar woy nunggu  feb ",tembuslah jt penonton ga sabar woy nunggu feb,tembus jt tonton ga sabar woy nunggu feb,netral
YouTube,gila beneran jadii 😭😭,gila beneran jadii ,gila beneran jadii,gila beneran jadi,netral
YouTube,yah masih lama:(,yah masih lama,yah,yah,netral
YouTube,"Bisa besok aja gak sih tanyangnyaaa, ga sabar. Kocak bgt ya Allaaah",bisa besok aja gak sih tanyangnyaaa ga sabar kocak bgt ya allaaah,besok aja gak sih tanyangnyaaa ga sabar kocak bgt ya allaaah,besok aja gak sih tanyangnyaaa ga sabar kocak bgt ya allaaah,netral
YouTube,"sebenernya aku tu udh waswas bgt di awal krn temanya bakal horror, sedangkan aku gabisa film hantu2 gitu. kirain bakal SEHORRORR itu kyk di film2, trnyata engga WKWKWKK syukur deh jadinya bisa nonton 🤣
dan lagi aku jd penasaran bangett sma endingnya mrk bakal gimana........ ih aku gabisa nebak lagi anjir... apakah mrk bakal kena ""karma""? ADUUHH FEBRUARI MASIH LAMA LAGI😩😩😩😩😩","sebenernya aku tu udh waswas bgt di awal krn temanya bakal horror sedangkan aku gabisa film hantu gitu kirain bakal sehorrorr itu kyk di film trnyata engga wkwkwkk syukur deh jadinya bisa nonton 
dan lagi aku jd penasaran bangett sma endingnya mrk bakal gimana ih aku gabisa nebak lagi anjir apakah mrk bakal kena karma aduuhh februari masih lama lagi",sebenernya tu udh waswas bgt krn temanya horror gabisa film hantu gitu kirain sehorrorr kyk film trnyata engga wkwkwkk syukur deh nonton jd penasaran bangett sma endingnya mrk gimana ih gabisa nebak anjir mrk kena karma aduuhh februari,sebenernya tu udh waswas bgt krn tema horror gabisa film hantu gitu kirain sehorrorr kyk film trnyata engga wkwkwkk syukur deh nonton jd penasaran bangett sma endingnya mrk gimana ih gabisa nebak anjir mrk kena karma aduuhh februari,netral
YouTube,Full Cameo Komika 🔥🔥,full cameo komika ,full cameo komika,full cameo komika,netral
YouTube,"oki tinggal pake celana pendek jalan merangkak, udah persis kayak smeagol yg di LOTR. #1jt_penonton",oki tinggal pake celana pendek jalan merangkak udah persis kayak smeagol yg di lotr jtpenonton,oki tinggal pake celana pendek jalan merangkak udah persis kayak smeagol yg lotr jtpenonton,oki tinggal pake celana pendek jalan rangkak udah persis kayak smeagol yg lotr jtpenonton,netral
YouTube,Idem kak😅😅😅,idem kak,idem kak,idem kak,netral
YouTube,lama kali bang 1 Februari 🔥,lama kali bang  februari ,kali bang februari,kali bang februari,netral
YouTube,😅😅😅😅😅😂😂😂😂😅😅😅😅,,,,netral
YouTube,Pasti 1 juta penonton ini mahhhh,pasti  juta penonton ini mahhhh,juta penonton mahhhh,juta tonton mahhhh,netral
YouTube,Hahahhaah,hahahhaah,hahahhaah,hahahhaah,netral
YouTube,Fix... nonton biar balik modal abang2 ini...,fix nonton biar balik modal abang ini,fix nonton biar modal abang,fix nonton biar modal abang,netral
YouTube,Yrailernya dah lucuu,yrailernya dah lucuu,yrailernya dah lucuu,yrailernya dah lucuu,positif
YouTube,😂,,,,netral
YouTube,aaaaaaa,aaaaaaa,aaaaaaa,aaaaaaa,netral
YouTube,TUMBEN BANG BENE GA FLAT 😂,tumben bang bene ga flat ,tumben bang bene ga flat,tumben bang bene ga flat,netral
YouTube,"Kita boikot kalo sampe gak ada intro 
Boris : ""ki, sebelum kita mulai filemnya, belikan lah dulu abang rokok ki.... ""
Jegel : ""aku titip apalah ini, kopi""
Bene : ""aku mau martabak kali lah""
Oki : ""mana duitnya?""
Jegel : ""ih, pakailah dulu duit kau""
Oki : ""pake duitku dulu? Mak, AGAK LAEN bah""
Teng teng teng
Muncul judul AGAK LAEN 😂😂😂","kita boikot kalo sampe gak ada intro 
boris  ki sebelum kita mulai filemnya belikan lah dulu abang rokok ki 
jegel  aku titip apalah ini kopi
bene  aku mau martabak kali lah
oki  mana duitnya
jegel  ih pakailah dulu duit kau
oki  pake duitku dulu mak agak laen bah
teng teng teng
muncul judul agak laen ",boikot kalo sampe gak intro boris ki filemnya belikan abang rokok ki jegel titip apalah kopi bene martabak kali oki duitnya jegel ih pakailah duit kau oki pake duitku mak laen bah teng teng teng muncul judul laen,boikot kalo sampe gak intro bor ki filemnya belikan abang rokok ki jegel titip apa kopi bene martabak kali oki duit jegel ih pakai duit kau oki pake duit mak laen bah teng teng teng muncul judul laen,netral
YouTube,Siap ke bioskop,siap ke bioskop,bioskop,bioskop,netral
YouTube,🎉,,,,netral
YouTube,"Tentang orang mati jantungan trus dikubur diem2, hmmmm pasti ide film ini dari Oki",tentang orang mati jantungan trus dikubur diem hmmmm pasti ide film ini dari oki,orang mati jantungan trus dikubur diem hmmmm ide film oki,orang mati jantung trus kubur diem hmmmm ide film oki,netral
YouTube,"ga mungkin ga lucuu, produser, sutradara, pemain semuanyaa komika 🔥 fix harus lebih dari 1 jt penonton inii",ga mungkin ga lucuu produser sutradara pemain semuanyaa komika  fix harus lebih dari  jt penonton inii,ga ga lucuu produser sutradara pemain semuanyaa komika fix jt penonton inii,ga ga lucuu produser sutradara main semuanyaa komika fix jt tonton ini,positif
YouTube,fak Angin Duduk.. lucu lagi :face-blue-smiling:,fak angin duduk lucu lagi facebluesmiling,fak angin duduk lucu facebluesmiling,fak angin duduk lucu facebluesmiling,positif
YouTube,"1 februari, gaskan.... Kita pasukan tak bermarga juga tak sabar pengen nonton.", februari gaskan kita pasukan tak bermarga juga tak sabar pengen nonton,februari gaskan pasukan bermarga sabar pengen nonton,februari gas pasu marga sabar ken nonton,netral
YouTube,Kelas abang abang,kelas abang abang,kelas abang abang,kelas abang abang,netral
YouTube,Semoga sukses .....,semoga sukses ,semoga sukses,moga sukses,netral
YouTube,Waah unik & menarik nih ceritanyaa 😅. Agak laen emang. Gak sabar pengen nonton.,waah unik  menarik nih ceritanyaa  agak laen emang gak sabar pengen nonton,waah unik menarik nih ceritanyaa laen emang gak sabar pengen nonton,waah unik tarik nih ceritanyaa laen emang gak sabar ken nonton,netral
YouTube,Oohh disini mamat jd polisi yg viral di twitter,oohh disini mamat jd polisi yg viral di twitter,oohh mamat jd polisi yg viral twitter,oohh mamat jd polisi yg viral twitter,netral
YouTube,Kalo gk ada lagu agak laen kita harus tantrummm 😂,kalo gk ada lagu agak laen kita harus tantrummm ,kalo gk lagu laen tantrummm,kalo gk lagu laen tantrummm,netral
YouTube,"Up terus, biar di dengar kan",up terus biar di dengar kan,up biar dengar,up biar dengar,netral
YouTube,Mesti masuk ni 😅,mesti masuk ni ,mesti masuk ni,mesti masuk ni,netral
YouTube,2 jt ini mah, jt ini mah,jt mah,jt mah,netral
YouTube, @T.ak27  aamiin, tak  aamiin,aamiin,aamiin,netral
YouTube,😊😊😊 ayo kita tidur​ @T.ak27 , ayo kita tidur tak ,ayo tidur,ayo tidur,netral
YouTube,5 juta lah ayo limpul taro buat geli geli ya kan, juta lah ayo limpul taro buat geli geli ya kan,juta ayo limpul taro geli geli ya,juta ayo limpul taro geli geli ya,netral
YouTube,3jt yakin x aq,jt yakin x aq,jt x aq,jt x aq,netral
YouTube, @alfinfebrian2861  aamiin, alfinfebrian  aamiin,alfinfebrian aamiin,alfinfebrian aamiin,netral
YouTube,Lebih 3 juta keknya ini,lebih  juta keknya ini,juta keknya,juta kek,netral
YouTube, @sabilalmuhtadin6101  aamiin, sabilalmuhtadin  aamiin,sabilalmuhtadin aamiin,sabilalmuhtadin aamiin,netral
YouTube,"Batak kali klen bah, limpul pula awak baca",batak kali klen bah limpul pula awak baca,batak kali klen bah limpul awak baca,batak kali klen bah limpul awak baca,netral
YouTube,haloo saya dari masa depan.. udah tembus 1 juta bang 😁😁,haloo saya dari masa depan udah tembus  juta bang ,haloo udah tembus juta bang,haloo udah tembus juta bang,netral
YouTube,"😂 lucu x 
Kalen komen rasa lelang barang !!!
kalo aku 5,5 jt penonton ✨"," lucu x 
kalen komen rasa lelang barang 
kalo aku  jt penonton ",lucu x kalen komen lelang barang kalo jt penonton,lucu x kalen komen lelang barang kalo jt tonton,positif
YouTube,Udah nonton vibesnya penonton yg ngakak seruangan bikin makin ngga bs berhenti ketawanya sampek perut kaku😂😂😂sering sering yg bikin film ginian utk therapy kesehatan mental,udah nonton vibesnya penonton yg ngakak seruangan bikin makin ngga bs berhenti ketawanya sampek perut kakusering sering yg bikin film ginian utk therapy kesehatan mental,udah nonton vibesnya penonton yg ngakak seruangan bikin ngga bs berhenti ketawanya sampek perut kakusering yg bikin film ginian utk therapy kesehatan mental,udah nonton vibesnya tonton yg ngakak ruang bikin ngga bs henti ketawa sampek perut kakusering yg bikin film ginian utk therapy sehat mental,netral
YouTube,dikasih beban🤣,dikasih beban,dikasih beban,kasih beban,netral
YouTube,Udah 1 juta bang di hari ke 4 penayangan,udah  juta bang di hari ke  penayangan,udah juta bang penayangan,udah juta bang tayang,netral
YouTube,5 juta breh, juta breh,juta breh,juta breh,netral
YouTube,Menuju 6 juta ygy,menuju  juta ygy,juta ygy,juta ygy,netral
YouTube,Udah lebih dari 5jt,udah lebih dari jt,udah jt,udah jt,netral
YouTube,gasskan 7 juta lah klean tak penasaran tengok oki cs jd manusia silver ?😂,gasskan  juta lah klean tak penasaran tengok oki cs jd manusia silver ,gasskan juta klean penasaran tengok oki cs jd manusia silver,gasskan juta klean penasaran tengok oki cs jd manusia silver,netral
YouTube,Udah 6 jutaa pun mantap kali lah tinggal nunggu orang iti jadi manusia silver,udah  jutaa pun mantap kali lah tinggal nunggu orang iti jadi manusia silver,udah jutaa mantap kali tinggal nunggu orang iti manusia silver,udah jutaa mantap kali tinggal nunggu orang iti manusia silver,positif
YouTube,Yg bilang nggak lucu kenalan dulu donk sm pemain2nya. Komika2 top bgt. Kalian belum tahu dunia komika.,yg bilang nggak lucu kenalan dulu donk sm pemainnya komika top bgt kalian belum tahu dunia komika,yg bilang nggak lucu kenalan donk sm pemainnya komika top bgt dunia komika,yg bilang nggak lucu kenal donk sm main komika top bgt dunia komika,positif
YouTube,Udah 6 jt,udah  jt,udah jt,udah jt,netral
YouTube,Sudah 6jt lebih 😂,sudah jt lebih ,jt,jt,netral
YouTube,Sudah 7 juta banggg🎉,sudah  juta banggg,juta banggg,juta banggg,netral
YouTube,"Udh 8,2 juta penonton",udh  juta penonton,udh juta penonton,udh juta tonton,netral
YouTube,"9,8 jt wak", jt wak,jt wak,jt wak,netral
YouTube,Pasnya berapa nih?,pasnya berapa nih,pasnya nih,pas nih,netral
YouTube, @fajaralibudiman5738  100rb - 200rb udah syukur, fajaralibudiman  rb  rb udah syukur,fajaralibudiman rb rb udah syukur,fajaralibudiman rb rb udah syukur,netral
YouTube,2 juta sih, juta sih,juta sih,juta sih,netral
YouTube,"pastiiiiii,,,,",pastiiiiii,pastiiiiii,pastiiiiii,netral
YouTube,Hmmm benarkah ??? 😵‍💫,hmmm benarkah  ,hmmm,hmmm,netral
YouTube,"Gak yakin aku cuma 5,5 JT,  fix 6 JT penonton. Aku pasang 25rb taruhannya 😂😂",gak yakin aku cuma  jt  fix  jt penonton aku pasang rb taruhannya ,gak jt fix jt penonton pasang rb taruhannya,gak jt fix jt tonton pasang rb taruh,netral
YouTube,Beban anjeeeng😂,beban anjeeeng,beban anjeeeng,beban anjeeeng,netral
YouTube,Llllllili8🎉🎉🎉🎉reed,llllllilireed,llllllilireed,llllllilireed,netral
YouTube,"Lucu banget ini, 9/10. Selera film gus top notch, go ahead and watch.",lucu banget ini  selera film gus top notch go ahead and watch,lucu banget selera film gus top notch go ahead and watch,lucu banget selera film gus top notch go ahead and watch,positif
YouTube,Sudah 1 juta baru 4 hari rilis 🎉🎉,sudah  juta baru  hari rilis ,juta rilis,juta rilis,netral
YouTube,lebih mas untuk hari ini,lebih mas untuk hari ini,mas,mas,netral
YouTube,beneran bro wkwkwk,beneran bro wkwkwk,beneran bro wkwkwk,beneran bro wkwkwk,netral
YouTube,"udah 1,2 JT nih",udah  jt nih,udah jt nih,udah jt nih,netral
YouTube,Malah sudah dua juta penonton per tanggal 8 Feb...,malah sudah dua juta penonton per tanggal  feb,juta penonton tanggal feb,juta tonton tanggal feb,netral
YouTube,Hari ini 2juta,hari ini juta,juta,juta,netral
YouTube,8 hari udh 2jt lebih, hari udh jt lebih,udh jt,udh jt,netral
YouTube,"Kenapa gag ada yg seperti pelawak² zaman dulu ya, ada ke yg ngikutin SATU AJA, pasti FILM KOMEDI INDONESIA MENDUNIA seperti dulu",kenapa gag ada yg seperti pelawak zaman dulu ya ada ke yg ngikutin satu aja pasti film komedi indonesia mendunia seperti dulu,gag yg pelawak zaman ya yg ngikutin aja film komedi indonesia mendunia,gag yg lawak zaman ya yg ngikutin aja film komedi indonesia dunia,netral
YouTube,Udh 4 jt,udh  jt,udh jt,udh jt,netral
YouTube,Udah 4juta🎉🎉🎉🎉🎉,udah juta,udah juta,udah juta,netral
YouTube,Wkwkw udah 4 juta keless,wkwkw udah  juta keless,wkwkw udah juta keless,wkwkw udah juta keless,netral
YouTube,Udh tembus 4jt,udh tembus jt,udh tembus jt,udh tembus jt,netral
YouTube,Udah masuk 4juta otw mau 5juta guys 😂,udah masuk juta otw mau juta guys ,udah masuk juta otw juta guys,udah masuk juta otw juta guys,netral
YouTube,Otw 5 jt bang,otw  jt bang,otw jt bang,otw jt bang,netral
YouTube,Ga lucu liat trailernya apalagi filmnya,ga lucu liat trailernya apalagi filmnya,ga lucu liat trailernya filmnya,ga lucu liat trailer film,positif
YouTube,Udah 5jt bang,udah jt bang,udah jt bang,udah jt bang,netral
YouTube,udh 5 jt,udh  jt,udh jt,udh jt,netral
YouTube,udah 5jt penonton😂,udah jt penonton,udah jt penonton,udah jt tonton,netral
YouTube,"fakta bg, penonton nya udh mau 6jt, sy yakin bisa 10jt ini",fakta bg penonton nya udh mau jt sy yakin bisa jt ini,fakta bg penonton nya udh jt sy jt,fakta bg tonton nya udh jt sy jt,netral
YouTube,​ @cicaksudahberani rekor penonton terbanyak film apa ya di Indonesia?, cicaksudahberani rekor penonton terbanyak film apa ya di indonesia,cicaksudahberani rekor penonton film ya indonesia,cicaksudahberani rekor tonton film ya indonesia,netral
YouTube,Humor gue doang yang beda kayanya 😅,humor gue doang yang beda kayanya ,humor gue doang beda kayanya,humor gue doang beda kaya,netral
YouTube,udh 6 juta real count nya malah,udh  juta real count nya malah,udh juta real count nya,udh juta real count nya,netral
YouTube,Sudah nonton dan emang lucu banget,sudah nonton dan emang lucu banget,nonton emang lucu banget,nonton emang lucu banget,positif
YouTube,7 juta, juta,juta,juta,netral
YouTube,"Udah 6 jt we, emang kocak kali org ini 😂",udah  jt we emang kocak kali org ini ,udah jt we emang kocak kali org,udah jt we emang kocak kali org,netral
YouTube,7jt inmh,jt inmh,jt inmh,jt inmh,netral
YouTube,"Just info, udah 6jt",just info udah jt,just info udah jt,just info udah jt,netral
YouTube,udah hampir 7jt wkwkkw,udah hampir jt wkwkkw,udah jt wkwkkw,udah jt wkwkkw,netral
YouTube,"well, uda 7 juta+ gess",well uda  juta gess,well uda juta gess,well uda juta gess,netral
YouTube,Udah 7,udah ,udah,udah,netral
YouTube,7 juta sudah bg, juta sudah bg,juta bg,juta bg,netral
YouTube,7 juta boy saat ini wkwk gokil, juta boy saat ini wkwk gokil,juta boy wkwk gokil,juta boy wkwk gokil,netral
YouTube,terakhir update 7 jt penonton,terakhir update  jt penonton,update jt penonton,update jt tonton,netral
YouTube,"Sdh 20 juta lebihh,, jagooo👍👍",sdh  juta lebihh jagooo,sdh juta lebihh jagooo,sdh juta lebihh jagooo,netral
YouTube,udah 7jt penonton ini mah,udah jt penonton ini mah,udah jt penonton mah,udah jt tonton mah,netral
YouTube,Udah 7 juta 😂,udah  juta ,udah juta,udah juta,netral
YouTube,tembus 7jt kerenn,tembus jt kerenn,tembus jt kerenn,tembus jt kerenn,positif
YouTube,7 juta, juta,juta,juta,netral
YouTube,2 kali gue nonton ini . Anjing emang ketawa ampe nangis, kali gue nonton ini  anjing emang ketawa ampe nangis,kali gue nonton anjing emang ketawa ampe nangis,kali gue nonton anjing emang ketawa ampe nang,netral
YouTube,Sudah 7jut,sudah jut,jut,jut,netral
YouTube,Udah 7jt guys,udah jt guys,udah jt guys,udah jt guys,netral
YouTube,Sudah tembus 7jt wir...,sudah tembus jt wir,tembus jt wir,tembus jt wir,netral
YouTube,Udh 7juta mlah,udh juta mlah,udh juta mlah,udh juta mlah,netral
YouTube,Sudah 7 jt 😅,sudah  jt ,jt,jt,netral
YouTube,Terpantau menuju 8jt gaesss,terpantau menuju jt gaesss,terpantau jt gaesss,pantau jt gaesss,netral
YouTube,Aku 7 jt,aku  jt,jt,jt,netral
YouTube,Udah 7jt lebih 😂🎉,udah jt lebih ,udah jt,udah jt,netral
YouTube,Udah 7 juta ajee,udah  juta ajee,udah juta ajee,udah juta ajee,netral
YouTube,sdh tembus 7juta penonton!!!,sdh tembus juta penonton,sdh tembus juta penonton,sdh tembus juta tonton,netral
YouTube,7jt cuk😂,jt cuk,jt cuk,jt cuk,netral
YouTube,Tembus 7 juta,tembus  juta,tembus juta,tembus juta,netral
YouTube,sudah 10 jt,sudah  jt,jt,jt,netral
YouTube,udh 7 juta,udh  juta,udh juta,udh juta,netral
YouTube,"Udah 7,5 juta",udah  juta,udah juta,udah juta,netral
YouTube,"Udah 8,3 juta",udah  juta,udah juta,udah juta,netral
YouTube,Udah 7juta ni bang,udah juta ni bang,udah juta ni bang,udah juta ni bang,netral
YouTube,Sdh lebih 7 jt penonton saking lucunya❤❤😂😂,sdh lebih  jt penonton saking lucunya,sdh jt penonton saking lucunya,sdh jt tonton saking lucu,positif
YouTube,Satau,satau,satau,satau,netral
YouTube,Eh BTW UDAH 8JT INI BANG,eh btw udah jt ini bang,eh btw udah jt bang,eh btw udah jt bang,netral
YouTube,Udah lebih 8 juta bang😂,udah lebih  juta bang,udah juta bang,udah juta bang,netral
YouTube,Udah 10 juta wei 😅😂,udah  juta wei ,udah juta wei,udah juta wei,netral
YouTube, @MuhammadTaufiq10  wah masa?? Ngelewatin KKN ini??, muhammadtaufiq  wah masa ngelewatin kkn ini,muhammadtaufiq ngelewatin kkn,muhammadtaufiq ngelewatin kkn,netral
YouTube,Sudah tembus 7 juta,sudah tembus  juta,tembus juta,tembus juta,netral
